"Plot","focal","Species","status","heterospecific_density","conspecific_density","quantile","SES_range_overlap","initial_size","first_trait_axis","second_trait_axis"
"4_14",42839,"FRAAME",1,-0.124799661216304,-0.871200520326126,1.01845960037142,0.053534062881898,2.11986249512635,1.15135765188855,0.986380914324728
"4_14",42840,"OSTVIR",1,1.34931813608638,-0.297248724001472,1.02860673337211,0.00321606537899198,-0.293387227330945,1.87914808869575,0.189957649334784
"4_14",42842,"ACESUG",1,0.708962600956604,0.267046686174868,0.641868949316575,0.0767489656983446,0.733515341208775,0.84580763438271,0.342546589300262
"4_14",42846,"OSTVIR",1,2.15758829121839,-0.905370286084617,1.02860673337211,0.0141304685912685,0.726366486424845,1.87914808869575,0.189957649334784
"4_14",42847,"ACESUG",1,-1.8639394249073,1.15453863993733,0.641868949316575,0.028744686503035,-1.98250302954261,0.84580763438271,0.342546589300262
"4_14",42848,"ACESUG",1,-1.97449035723854,1.37038235773038,0.641868949316575,0.0118238069426626,0.891061610037171,0.84580763438271,0.342546589300262
"4_14",42849,"OSTVIR",1,1.97781523403836,-1.90440395188125,1.02860673337211,0.0133946097930711,0.104147625101242,1.87914808869575,0.189957649334784
"4_14",42850,"ACESUG",1,-2.17847339994651,1.00343310236653,0.641868949316575,0.0192569586773157,1.24195717361949,0.84580763438271,0.342546589300262
"4_14",42851,"FRAAME",1,0.111815488023852,-0.113933997352766,1.01845960037142,0.0175325020201349,-1.23827825421413,1.15135765188855,0.986380914324728
"4_14",42854,"ACESUG",1,-1.20081640418333,0.457065195150975,0.641868949316575,0.0365059888335167,0.174670860677575,0.84580763438271,0.342546589300262
"4_14",42855,"OSTVIR",1,1.70632298265327,-1.22831180798147,1.02860673337211,0.0189534765582336,-0.21589973185257,1.87914808869575,0.189957649334784
"4_14",42856,"ACESUG",1,-1.06342486152307,0.10871199127626,0.641868949316575,0.0395689714066815,1.1048964325372,0.84580763438271,0.342546589300262
"4_14",42857,"FRAAME",1,1.07035127019334,0.317647360673872,1.01845960037142,0.0550625164774259,-1.27464589838501,1.15135765188855,0.986380914324728
